2,11,0,2,69
2,16,2,0,69
2,18,3,1,92
1,16,0,3,92
2,12,1,3,79
9,8,2,1,117
1,10,1,0,74
18,1,1,1,51
6,7,1,1,135
0,10,0,0,73
1,13,3,2,59
2,14,3,3,76
2,9,2,1,52
17,1,1,1,59
1,16,3,0,58
9,9,2,0,131
1,10,0,2,66
1,10,1,2,94
0,15,3,1,59
1,10,1,0,68
7,5,1,1,170
1,13,2,1,52
1,12,2,3,60
10,6,0,0,167
9,10,1,1,190
1,11,0,1,53
1,8,0,0,56
9,10,2,1,125
8,10,2,2,165
9,5,0,2,112
10,7,1,2,130
7,10,0,0,119
0,12,0,0,51
5,8,1,0,119
2,14,0,1,73
2,12,0,1,61
1,12,1,0,52
1,17,1,3,61
1,12,2,3,57
5,7,1,0,119
5,10,0,1,130
10,10,1,2,183
0,12,2,3,75
0,15,0,2,69
2,13,3,0,63
2,12,1,2,65
7,10,2,0,199
2,14,0,0,78
19,4,1,0,72
0,16,1,1,96
1,12,1,2,62
10,10,0,1,135
16,2,0,1,51
6,10,0,2,177
1,14,3,3,77
6,7,0,2,184
9,8,0,1,124
16,5,0,0,58
2,11,1,0,58
1,8,2,1,75
1,16,3,2,92
2,9,2,2,77
1,10,3,2,80
1,8,3,3,76
1,17,2,2,78
1,13,3,1,80
7,7,2,0,187
0,18,1,1,75
1,10,0,3,68
17,5,0,0,60
15,3,0,1,53
2,19,0,1,75
1,19,0,2,92
5,9,0,2,160
2,13,1,3,55
2,9,1,1,56
1,12,2,3,63
5,10,2,0,169
2,13,1,3,57
6,5,1,1,164
10,5,0,2,125
2,13,3,1,77
5,7,0,1,105
7,5,2,2,107
2,13,3,1,80
2,10,3,1,90
14,5,1,0,77
2,16,2,0,94
1,8,0,2,64
0,11,2,3,74
2,19,3,0,100
1,19,3,0,90
2,9,3,0,77
1,12,0,2,70
1,16,3,2,63
9,8,0,2,144
2,14,1,3,71
1,11,1,0,79
2,12,2,0,65
1,17,3,2,83
1,10,0,0,57
18,4,1,1,55
1,19,3,3,60
20,3,1,0,78
18,2,1,0,64
16,4,1,1,68
1,13,1,3,67
8,6,0,2,121
2,16,1,0,62
1,11,0,0,59
2,12,2,2,73
10,9,1,1,158
1,19,2,0,64
5,10,2,2,154
2,15,2,1,93
0,10,1,0,72
10,5,0,0,110
1,8,3,1,66
2,10,2,2,71
0,15,1,1,88
2,8,2,0,68
2,14,0,3,71
1,8,0,0,80
1,12,1,2,74
6,5,0,2,187
14,5,1,1,79
2,13,0,0,78
2,18,2,2,51
1,14,1,3,51
19,1,0,1,56
2,12,0,1,59
2,12,2,2,96
1,14,2,0,68
10,10,2,1,156
7,10,1,2,162
2,16,0,3,52
0,14,1,3,61
1,11,2,0,65
2,14,1,1,60
1,14,2,1,97
1,11,1,3,74
1,13,3,2,69
9,6,0,2,123
2,14,2,1,54
2,10,1,3,51
1,16,1,3,82
2,13,3,1,67
10,9,1,1,172
0,17,3,1,91
2,12,0,3,72
2,8,0,2,75
1,12,0,1,77
2,14,2,3,99
1,12,0,3,59
2,17,1,3,59
1,11,1,0,50
1,13,1,3,72
2,10,3,1,77
1,12,2,3,63
16,4,0,1,76
1,11,2,1,65
5,7,2,0,142
1,15,1,1,89
2,14,0,2,67
19,1,1,0,52
9,9,0,1,137
1,18,3,0,50
0,19,2,0,84
7,6,1,0,150
20,3,0,1,56
2,14,2,2,60
1,10,0,2,66
1,9,1,2,79
2,13,2,0,69
1,8,2,0,76
2,18,1,0,98
1,15,1,3,62
1,11,0,2,79
0,11,3,0,83
19,4,0,1,78
2,12,1,3,82
9,7,0,1,199
2,19,2,0,58
9,7,1,0,161
2,19,2,0,67
1,15,1,2,95
1,14,3,2,54
2,9,3,1,63
0,19,2,0,50
2,12,3,1,52
7,8,0,1,195
6,5,1,2,109
2,10,2,3,54
7,7,0,0,119
2,12,1,0,71
0,18,2,0,70
7,8,2,2,183
0,12,1,2,93
1,11,2,1,74
1,13,2,2,52
17,3,1,1,60
2,13,2,2,71
2,14,2,3,68
2,15,2,1,95
2,15,1,0,87
2,9,1,1,60
16,1,0,0,76
1,11,1,0,96
1,13,3,3,77
9,5,0,1,156
2,14,0,3,83
2,14,3,3,59
8,9,1,0,195
2,15,0,1,69
1,17,2,3,69
2,15,2,0,81
1,9,0,0,73
8,5,1,1,167
1,8,1,1,53
18,3,1,1,70
2,12,3,0,65
5,7,1,2,119
10,6,1,0,193
0,13,2,3,83
5,10,2,0,182
14,2,1,0,74
2,9,3,0,53
2,14,0,2,72
6,8,2,1,142
2,9,2,3,73
2,12,0,3,62
1,15,1,2,78
1,10,2,1,73
19,5,0,0,71
9,7,0,0,155
2,10,1,2,79
0,12,0,1,97
8,5,0,2,193
0,10,0,2,58
1,12,0,3,68
2,19,1,2,80
1,11,0,1,66
2,8,0,2,63
5,9,1,0,115
18,1,0,1,67
10,6,1,0,193
1,14,3,1,61
17,2,1,0,66
2,18,0,0,95
15,5,0,0,60
5,6,1,2,154
1,9,0,3,74
2,8,1,1,61
2,13,2,2,54
2,9,3,0,75
5,10,0,2,126
2,18,0,1,99
17,4,1,1,64
2,14,3,1,57
2,12,2,0,72
2,19,0,2,52
7,5,0,2,165
6,5,0,2,109
10,5,0,2,140
17,3,1,0,54
8,8,2,2,123
15,1,0,1,62
1,9,3,3,63
1,9,3,1,64
16,3,1,0,70
1,14,1,2,70
1,10,0,0,97
14,4,0,0,54
0,10,2,3,68
0,13,3,3,78
1,14,3,1,63
19,5,0,1,59
15,1,1,0,57
1,11,1,3,64
1,12,2,3,78
10,8,0,2,131
2,16,2,1,54
6,6,1,1,194
1,10,3,0,68
1,18,2,0,93
1,14,0,1,64
15,4,0,1,68
2,14,2,1,96
8,6,2,2,103
1,11,0,1,65
0,12,0,2,84
20,3,0,0,64
5,9,2,0,136
18,4,1,0,65
2,8,2,2,76
2,8,0,2,56
1,15,3,1,55
1,9,3,2,62
1,19,1,1,50
18,4,1,1,61
8,7,1,2,119
1,13,1,0,94
0,11,1,1,76
1,18,1,3,51
2,13,0,1,65
20,1,1,1,65
9,8,0,2,159
1,11,2,0,52
1,11,2,3,63
2,12,1,0,93
1,11,1,0,52
0,16,0,0,79
0,12,1,0,60
2,15,1,0,99
9,9,2,2,142
2,9,3,1,50
18,4,0,0,65
10,5,0,2,146
1,13,1,1,72
19,4,0,0,77
15,2,0,0,75
5,10,2,1,176
0,14,2,0,65
10,10,0,1,194
1,10,3,0,75
8,7,2,2,101
1,11,3,3,66
7,7,1,1,153
2,10,2,0,68
1,12,2,2,66
6,10,2,1,128
16,1,1,1,67
1,12,0,0,74
1,10,2,1,64
8,5,2,1,176
1,13,3,1,79
1,16,1,1,73
8,9,1,1,129
0,19,2,3,98
1,9,0,1,61
5,10,0,1,163
15,5,0,0,60
1,17,1,2,87
8,6,1,2,143
2,10,2,1,67
1,14,3,0,52
7,7,1,0,185
6,8,0,1,141
1,10,3,0,52
6,9,0,0,194
1,9,0,0,51
2,10,0,0,61
1,16,1,3,59
2,11,2,2,70
2,16,0,2,61
5,8,1,1,103
1,11,0,1,60
2,10,0,3,55
2,13,1,1,58
8,10,0,1,139
1,9,1,1,54
5,6,2,2,163
0,13,3,1,83
7,5,1,1,103
2,15,3,1,86
16,2,0,1,76
2,14,1,3,60
2,8,1,1,57
5,9,1,1,149
0,14,1,1,80
1,14,2,3,95
18,4,0,1,76
1,9,3,1,74
0,10,2,3,70
7,5,1,0,162
0,18,3,2,68
1,16,0,3,65
13,2,0,1,56
7,10,2,0,151
14,5,0,1,70
6,5,0,1,189
2,10,1,3,75
1,14,2,2,82
8,7,1,0,128
1,9,3,3,52
10,8,1,0,193
1,11,0,2,67
1,17,3,1,59
19,1,0,1,78
2,11,0,0,78
7,9,1,1,169
1,12,0,2,55
2,19,1,2,99
0,15,2,0,50
2,17,1,2,72
5,9,1,1,120
1,14,3,3,74
0,17,1,0,97
2,14,0,2,54
1,16,0,3,60
6,7,1,2,124
1,10,0,0,76
15,2,1,1,78
2,12,0,3,74
14,3,0,1,69
2,12,3,2,61
2,10,2,1,72
0,10,3,3,91
8,6,0,1,181
8,8,2,0,123
2,12,3,3,65
2,9,2,3,75
2,9,2,1,55
1,9,1,0,72
2,10,0,1,57
2,8,1,1,62
8,10,2,2,167
2,15,0,0,83
10,9,0,2,166
1,12,1,0,99
16,1,1,1,70
2,8,2,0,69
2,9,3,3,56
2,14,3,0,77
1,9,2,2,60
2,9,3,3,50
2,16,0,1,51
0,12,1,0,91
2,12,1,3,50
2,15,0,2,99
1,16,2,1,94
17,2,1,1,59
1,8,3,1,67
0,17,2,2,88
1,18,0,0,57
2,12,2,3,59
9,10,2,2,152
2,17,2,0,98
1,13,2,0,89
2,11,3,3,62
10,9,0,0,180
7,8,1,0,156
1,11,0,2,58
1,9,2,0,73
1,13,1,2,65
10,5,2,1,104
0,12,0,0,88
2,8,3,0,66
1,12,0,2,98
1,8,3,2,61
6,5,2,2,146
1,9,0,0,50
1,18,1,1,75
10,10,1,2,109
1,19,2,3,52
2,8,1,2,67
1,13,3,0,80
6,7,0,0,131
0,11,3,0,71
2,12,2,1,79
1,9,2,2,70
1,9,0,3,64
2,12,3,2,61
8,8,0,2,115
7,9,1,0,119
1,13,3,0,80
10,9,1,0,190
13,3,0,1,79
2,11,3,3,55
16,3,0,0,55
10,9,0,0,151
1,17,1,2,59
5,8,2,0,170
1,12,0,2,68
2,13,2,2,65
1,12,1,2,51
16,3,0,1,55
16,3,1,0,55
2,12,1,2,51
2,10,2,1,68
1,12,0,0,77
2,19,0,2,62
2,11,3,2,73
15,4,1,1,58
1,16,1,0,95
1,8,2,0,66
8,7,1,1,144
2,14,0,1,87
0,18,3,3,54
1,12,2,2,57
8,6,0,0,160
5,5,0,2,179
14,3,1,1,77
0,11,1,2,70
1,19,0,3,73
10,10,0,1,146
14,1,0,0,64
1,12,0,0,62
1,15,0,1,95
5,6,0,2,196
2,9,1,2,50
1,9,3,1,50
1,16,0,2,83
1,10,3,3,99
1,19,0,3,92
2,15,0,2,71
2,8,2,1,51
1,10,2,3,58
1,8,0,0,62
1,10,0,0,64
2,8,1,0,56
2,11,3,2,74
6,5,0,2,129
1,17,3,2,97
2,9,1,2,67
2,14,1,2,74
20,3,1,0,64
2,9,3,1,61
8,6,1,0,193
1,14,2,0,89
2,18,0,2,78
10,6,0,0,150
2,13,3,1,66
2,10,2,3,70
8,5,0,0,162
2,10,3,1,66
0,14,1,3,77
10,7,1,0,112
2,11,1,2,95
2,18,2,0,63
1,15,1,1,64
7,8,2,1,174
1,13,0,3,78
1,11,3,1,92
2,17,1,0,76
1,12,2,0,52
5,6,1,0,120
1,13,0,1,61
2,12,1,2,96
1,18,3,0,73
2,13,2,1,56
2,11,3,2,53
1,9,3,1,70
1,11,2,1,65
2,9,0,0,54
13,1,0,1,50
8,10,2,2,128
2,14,3,1,55
10,10,1,2,174
0,16,1,2,86
2,13,0,2,73
2,16,3,3,57
1,9,1,2,60
0,19,2,0,89
2,12,1,0,76
1,8,0,3,61
1,11,0,1,76
1,8,2,0,60
1,16,2,2,84
2,11,0,0,50
2,10,0,0,54
2,10,3,3,52
10,10,2,2,198
2,11,1,2,92
2,12,0,1,63
2,12,0,0,70
2,8,0,1,64
2,11,3,2,67
2,17,1,3,64
2,10,2,0,88
1,14,1,1,68
8,9,1,1,176
0,11,3,2,70
1,9,3,0,62
10,10,0,1,122
8,8,0,1,173
2,12,0,3,77
1,11,2,2,63
10,5,0,0,197
1,10,0,1,79
2,9,3,1,67
6,5,0,0,150
2,12,3,2,51
2,13,2,2,75
7,9,0,0,100
7,10,1,0,107
0,14,3,3,79
5,9,1,2,101
8,6,1,0,129
1,11,3,2,85
13,1,0,1,55
17,2,1,0,79
14,4,1,0,79
2,13,2,2,73
19,5,1,1,78
2,11,3,0,52
1,18,3,1,86
6,7,1,2,113
2,9,2,1,64
2,9,3,2,75
2,15,3,1,71
1,16,0,1,99
2,8,0,3,55
15,2,0,1,70
1,8,0,2,67
1,14,0,2,52
1,8,0,1,64
1,12,2,3,63
2,16,3,1,68
2,11,2,0,54
5,8,2,1,183
20,5,0,0,61
1,11,1,2,61
0,19,3,0,76
10,6,0,2,176
10,8,1,2,131
1,13,1,3,65
7,7,1,2,164
2,16,2,0,90
2,10,2,1,55
2,8,1,3,53
7,8,0,0,139
1,11,3,3,66
8,5,0,1,113
1,8,1,2,66
18,1,1,1,52
2,14,2,3,61
1,11,2,0,69
1,10,1,1,60
1,9,2,2,64
2,13,1,2,67
2,13,3,2,53
8,6,0,2,197
18,3,0,1,79
2,12,2,1,55
5,6,2,2,140
8,5,2,2,170
2,10,0,3,76
13,5,0,0,76
2,15,0,0,60
2,16,1,0,65
1,15,2,1,63
1,12,2,3,74
1,18,1,1,55
2,11,2,0,71
5,7,1,0,167
1,8,2,0,61
6,8,2,1,192
1,13,1,3,66
5,10,2,0,179
1,13,3,0,64
6,5,1,1,189
2,16,2,1,79
7,6,2,1,104
5,6,1,1,106
1,12,3,3,75
1,16,3,1,89
2,14,0,3,76
0,17,1,1,60
1,13,1,0,74
9,10,1,2,109
6,6,0,0,177
2,9,3,1,67
1,12,1,3,95
1,9,0,3,60
13,1,0,1,57
10,10,2,1,165
2,8,2,2,59
1,14,0,0,73
2,10,3,0,80
1,12,2,0,54
1,12,0,1,60
1,13,2,3,65
1,8,1,3,73
17,1,0,1,65
0,16,3,0,57
2,14,0,3,52
0,12,1,3,52
2,13,2,2,76
2,14,0,0,78
2,19,1,2,73
1,12,2,0,50
1,14,2,0,51
1,15,2,3,100
9,6,2,1,106
0,19,0,0,97
2,17,1,3,75
1,13,3,3,85
5,5,1,0,127
1,8,0,2,57
2,11,3,2,65
1,13,3,1,65
7,5,0,1,182
2,17,2,3,55
1,13,1,2,68
6,6,1,2,187
2,17,1,2,62
20,1,0,0,56
1,9,1,1,55
2,17,0,3,66
2,8,3,2,53
0,15,3,3,76
2,10,2,0,64
1,8,1,0,75
5,5,0,2,104
9,10,1,2,177
1,11,1,0,79
2,13,2,0,79
6,7,1,1,194
20,5,0,1,63
2,9,3,0,65
0,10,0,1,69
1,8,0,3,58
8,5,2,1,111
2,13,0,2,78
0,11,3,0,67
7,7,0,0,197
2,13,0,3,75
1,12,0,3,70
6,7,0,0,156
1,13,0,1,59
20,4,0,0,59
10,10,0,2,117
7,9,0,1,113
9,8,1,1,167
2,17,3,1,57
15,2,0,0,65
2,13,2,1,79
8,6,2,1,160
2,14,3,3,58
1,9,1,2,62
2,10,3,1,77
6,10,2,1,172
2,8,3,2,55
2,12,0,0,75
1,14,3,1,69
20,4,1,0,57
0,10,3,3,76
10,10,0,2,132
2,11,1,2,54
1,12,0,0,69
2,13,2,1,90
1,10,1,3,78
6,10,2,0,174
2,14,1,2,61
1,8,3,1,60
2,11,2,2,99
9,6,0,0,114
1,10,0,2,76
1,16,1,0,56
2,15,2,2,50
1,12,0,2,71
6,5,2,2,128
1,14,2,1,72
0,16,3,1,54
1,13,1,1,63
9,7,2,2,127
2,16,1,0,88
5,6,2,0,194
1,18,3,1,93
1,11,1,0,83
2,17,1,3,70
2,8,0,2,70
1,12,0,3,65
5,10,1,0,106
2,13,0,0,63
6,8,2,0,121
2,11,3,0,70
2,17,3,1,87
8,5,1,1,114
2,19,1,0,99
10,6,1,1,113
1,8,2,1,68
1,8,3,2,51
7,5,2,2,162
6,10,0,1,157
2,13,1,2,84
8,7,1,0,135
9,10,2,1,126
1,18,3,3,85
2,9,3,3,60
8,7,0,1,181
10,7,0,1,159
2,13,1,0,98
0,12,0,1,84
18,4,0,1,51
7,6,0,2,171
19,4,0,1,52
6,7,1,2,175
9,10,1,1,194
10,5,0,2,156
2,13,1,1,57
1,8,3,2,73
9,9,0,0,166
1,12,3,2,66
1,12,2,3,54
1,19,0,0,53
1,18,3,0,80
20,5,1,0,74
1,19,0,0,87
0,18,2,2,100
14,5,0,0,51
2,8,3,2,68
2,14,2,0,75
20,3,1,0,55
8,5,2,1,138
9,7,1,2,133
10,10,0,2,118
0,19,3,2,75
1,10,2,1,62
2,9,0,2,72
2,16,0,0,50
6,10,2,0,123
1,13,2,2,58
2,11,3,3,75
6,7,2,2,168
1,11,2,3,76
2,19,3,1,77
1,13,2,2,78
2,11,0,0,64
2,13,0,0,66
20,3,1,1,55
1,10,1,3,84
8,5,2,0,179
1,12,1,0,71
0,13,0,1,93
1,14,0,0,62
2,10,1,0,71
6,6,1,1,127
0,15,1,3,81
19,5,0,0,79
1,13,3,3,67
10,8,0,2,197
1,13,3,1,65
10,6,0,2,117
2,12,3,1,72
1,12,2,0,96
2,10,3,2,75
2,14,1,3,75
1,12,0,1,58
18,1,0,0,62
8,9,2,0,195
1,14,3,3,78
1,11,0,3,68
6,6,2,2,129
2,16,1,2,61
1,17,3,2,74
10,9,0,0,140
1,13,1,2,58
2,10,0,1,54
5,6,2,2,155
2,12,0,1,53
9,10,2,2,151
1,13,0,0,56
0,10,0,0,75
2,9,1,3,69
5,10,0,2,128
1,14,3,2,55
1,14,3,1,53
2,12,0,3,79
2,10,1,3,59
9,9,0,2,146
2,13,3,0,65
1,12,2,2,57
2,15,0,1,68
13,1,1,1,79
0,11,3,3,86
2,15,1,0,80
0,16,1,0,56
7,6,1,0,151
1,10,3,0,56
9,8,0,0,178
5,5,0,1,138
1,12,0,1,66
2,8,0,0,75
10,5,0,1,118
19,4,1,0,73
0,13,3,3,88
2,11,2,2,79
8,7,0,2,123
8,5,2,1,108
2,9,0,0,70
2,11,0,3,76
9,8,0,0,153
8,5,0,0,142
1,15,0,2,65
1,18,0,3,79
1,10,3,1,77
0,16,2,2,63
8,9,0,0,190
8,8,1,1,134
5,10,1,1,151
2,10,2,2,74
1,13,3,0,87
2,18,1,3,86
2,9,1,2,72
1,9,1,0,67
14,3,0,1,59
10,7,2,2,200
2,8,2,1,50
5,6,2,0,141
1,10,1,1,64
17,3,1,1,65
10,8,2,2,100
1,18,3,3,74
1,17,2,3,95
2,14,0,3,60
0,17,0,0,80
2,14,2,0,76
0,18,2,1,99
6,7,0,1,120
9,6,2,1,155
2,14,2,3,74
8,9,2,0,161
0,11,0,3,63
1,15,1,1,91
1,10,1,1,63
1,11,1,3,54
1,10,1,3,90
2,14,2,3,54
5,8,2,1,104
2,11,1,3,59
19,4,0,0,72
18,3,1,0,79
2,14,0,3,76
5,7,1,2,177
1,10,0,0,56
0,18,1,3,77
10,8,2,2,107
0,19,2,2,65
19,5,0,1,72
1,12,0,2,58
1,8,0,2,50
1,14,0,3,72
1,11,2,0,75
14,4,0,1,59
1,10,1,1,74
1,10,0,0,56
1,14,0,2,70
7,9,1,1,108
1,12,3,2,67
2,14,0,3,69
9,6,1,1,109
0,15,2,1,67
2,16,3,1,72
1,11,2,1,66
1,10,2,2,53
2,11,1,2,78
6,8,1,0,181
17,5,1,1,57
1,9,0,0,80
5,7,0,0,184
1,17,0,3,63
0,14,0,0,68
2,12,2,0,69
2,19,0,3,94
1,14,2,2,61
1,10,3,2,87
2,8,2,0,67
2,12,1,0,72
2,12,2,1,68
9,7,2,2,103
2,13,2,0,68
2,8,1,2,70
13,3,0,0,53
2,12,3,2,79
1,13,1,3,66
2,8,2,0,73
2,14,2,1,57
1,8,1,1,73
1,11,3,3,65
2,13,0,0,76
9,7,1,2,120
2,14,1,0,64
2,9,0,0,61
1,11,3,2,65
1,14,2,0,93
10,9,2,0,179
1,19,1,0,64
10,6,1,1,151
13,5,0,0,51
7,5,1,0,192
7,7,2,0,130
2,14,2,1,70
18,5,1,0,73
